sin,salary_group
706 251 352,10k-20k
401 886 536,30k-40k
357 047 232,Over 100k
735 116 824,Over 100k
057 381 477,60k-70k
381 704 626,70k-80k
185 620 622,Over 100k
537 411 324,80k-90k
471 401 760,Under 5k
874 506 280,Over 100k
580 532 240,70k-80k
176 071 827,Under 5k
225 688 654,Under 5k
681 702 346,40k-50k
534 586 011,30k-40k
331 728 444,10k-20k
285 302 147,40k-50k
372 285 700,90k-100k
654 774 314,Under 5k
628 055 311,10k-20k
064 471 139,30k-40k
562 285 080,90k-100k
518 672 050,90k-100k
105 476 618,30k-40k
084 355 346,10k-20k
473 013 811,40k-50k
015 586 431,60k-70k
820 113 561,40k-50k
437 130 545,Under 5k
281 330 548,60k-70k
813 807 138,Over 100k
830 671 459,30k-40k
733 280 176,Over 100k
340 748 656,Under 5k
223 377 805,Over 100k
468 153 754,30k-40k
435 608 815,90k-100k
443 013 586,30k-40k
274 034 735,10k-20k
347 227 605,Over 100k
567 224 100,Under 5k
716 504 378,70k-80k
054 468 319,5k-10k
228 553 707,50k-60k
250 266 889,20k-30k
328 855 036,Over 100k
755 304 268,30k-40k
027 581 560,40k-50k
733 502 249,70k-80k
532 608 452,60k-70k
110 658 432,60k-70k
657 286 514,Over 100k
388 550 238,30k-40k
758 761 308,Over 100k
856 851 324,Over 100k
452 887 037,60k-70k
056 256 746,70k-80k
115 038 432,5k-10k
076 886 225,40k-50k
726 455 314,10k-20k
332 214 071,60k-70k
237 445 564,80k-90k
564 471 654,60k-70k
650 734 726,Over 100k
064 473 259,10k-20k
720 627 140,5k-10k
014 817 332,30k-40k
027 356 252,10k-20k
281 250 340,40k-50k
433 175 049,5k-10k
886 205 277,70k-80k
132 258 864,5k-10k
566 824 454,Over 100k
432 610 889,80k-90k
285 264 057,40k-50k
683 781 124,Over 100k
045 665 486,Under 5k
462 880 659,5k-10k
432 554 061,Under 5k
066 258 252,10k-20k
864 711 734,60k-70k
344 320 189,10k-20k
168 143 709,80k-90k
084 466 119,10k-20k
462 018 672,Under 5k
401 381 769,30k-40k
830 628 525,Over 100k
864 560 271,40k-50k
725 685 614,60k-70k
125 681 031,10k-20k
085 145 860,20k-30k
643 055 718,10k-20k
504 883 117,Over 100k
370 543 241,Over 100k
228 377 065,5k-10k
538 112 764,5k-10k
466 780 186,30k-40k
340 771 450,10k-20k
371 402 686,Over 100k
661 780 726,20k-30k
701 764 417,Under 5k
107 641 839,5k-10k
022 358 352,5k-10k
766 104 558,Over 100k
837 012 277,60k-70k
721 180 370,Over 100k
126 786 284,10k-20k
854 158 060,Over 100k
820 377 117,Over 100k
725 013 817,50k-60k
832 607 121,5k-10k
410 713 762,50k-60k
061 274 239,60k-70k
265 862 052,50k-60k
077 465 227,40k-50k
826 076 176,90k-100k
668 012 271,40k-50k
043 722 651,5k-10k
472 013 747,70k-80k
750 431 470,90k-100k
042 268 375,30k-40k
566 522 884,Over 100k
801 833 518,90k-100k
416 716 082,Over 100k
126 604 719,Over 100k
642 255 707,50k-60k
037 544 376,30k-40k
883 025 439,Under 5k
521 403 766,50k-60k
876 826 405,10k-20k
833 277 114,40k-50k
071 882 666,Over 100k
561 144 601,40k-50k
881 331 078,30k-40k
776 625 022,40k-50k
201 258 662,40k-50k
347 507 410,10k-20k
776 032 815,Under 5k
804 765 717,Over 100k
382 047 850,Under 5k
814 716 700,Over 100k
506 275 346,10k-20k
513 508 622,30k-40k
442 650 750,40k-50k
753 254 200,30k-40k
708 327 457,Under 5k
201 477 320,5k-10k
266 502 749,30k-40k
328 813 019,50k-60k
350 843 249,30k-40k
406 781 187,Under 5k
026 534 271,40k-50k
721 380 566,80k-90k
243 847 605,Over 100k
230 834 178,Under 5k
173 328 022,5k-10k
173 882 614,5k-10k
142 250 331,10k-20k
122 450 380,40k-50k
076 572 262,Over 100k
268 852 654,40k-50k
467 083 556,Under 5k
741 760 318,Over 100k
286 612 544,50k-60k
678 235 201,5k-10k
307 741 645,10k-20k
332 844 174,60k-70k
230 788 457,5k-10k
225 865 807,60k-70k
128 601 739,40k-50k
337 225 874,Under 5k
523 583 706,10k-20k
733 504 526,80k-90k
602 645 582,40k-50k
276 806 148,5k-10k
772 540 647,Over 100k
244 760 187,Under 5k
854 308 269,30k-40k
347 702 110,80k-90k
273 504 431,50k-60k
078 546 231,5k-10k
482 405 537,10k-20k
388 013 476,Under 5k
225 804 657,Under 5k
523 013 886,5k-10k
520 324 161,10k-20k
228 816 070,40k-50k
446 856 205,20k-30k
803 162 551,5k-10k
137 786 406,40k-50k
584 620 140,60k-70k
380 224 675,80k-90k
566 425 021,Over 100k
054 431 531,70k-80k
728 053 265,40k-50k
461 024 689,Over 100k
320 553 746,30k-40k
308 255 611,90k-100k
856 140 561,20k-30k
447 527 037,10k-20k
822 035 671,5k-10k
123 374 209,Under 5k
308 267 285,10k-20k
062 418 629,40k-50k
711 032 870,40k-50k
340 172 535,90k-100k
650 477 227,50k-60k
850 647 231,Over 100k
057 744 617,60k-70k
277 543 864,10k-20k
103 441 770,Under 5k
873 228 100,Over 100k
264 553 801,40k-50k
746 051 465,60k-70k
580 281 350,50k-60k
580 183 168,80k-90k
355 403 221,Over 100k
173 201 880,60k-70k
230 237 182,60k-70k
126 028 869,Over 100k
064 764 251,20k-30k
160 158 648,Over 100k
540 522 687,50k-60k
462 780 131,Over 100k
261 072 672,10k-20k
683 055 446,10k-20k
125 403 717,5k-10k
720 113 562,30k-40k
745 610 410,20k-30k
237 502 869,Under 5k
827 730 656,40k-50k
162 773 402,20k-30k
854 653 714,50k-60k
018 316 729,20k-30k
583 114 434,10k-20k
714 583 564,70k-80k
450 653 886,Under 5k
603 722 182,10k-20k
865 348 254,80k-90k
680 711 348,5k-10k
745 640 136,70k-80k
550 438 220,10k-20k
021 853 817,60k-70k
507 264 117,20k-30k
685 144 354,Over 100k
730 687 415,Over 100k
542 662 101,Over 100k
308 845 510,Under 5k
240 853 127,Under 5k
883 210 239,Over 100k
058 658 220,50k-60k
016 577 868,Under 5k
244 805 560,40k-50k
681 286 019,20k-30k
274 065 762,10k-20k
235 410 768,30k-40k
722 713 344,30k-40k
820 331 171,10k-20k
608 217 261,70k-80k
140 661 489,Over 100k
142 260 561,Under 5k
657 422 374,Under 5k
825 173 354,60k-70k
386 140 545,60k-70k
825 328 107,Under 5k
816 770 457,10k-20k
440 561 561,20k-30k
486 026 172,40k-50k
617 446 554,30k-40k
078 275 237,10k-20k
273 813 808,Over 100k
531 041 382,20k-30k
885 623 058,10k-20k
861 348 274,40k-50k
304 781 685,Under 5k
607 537 248,40k-50k
207 453 358,10k-20k
435 806 112,5k-10k
034 716 746,40k-50k
304 328 875,30k-40k
445 618 614,20k-30k
431 180 769,Over 100k
384 581 534,Under 5k
764 461 059,10k-20k
438 530 511,70k-80k
705 311 348,Under 5k
241 058 338,60k-70k
678 846 015,80k-90k
066 271 552,Under 5k
172 064 727,80k-90k
820 668 259,10k-20k
354 471 070,20k-30k
032 648 172,50k-60k
801 651 480,70k-80k
326 824 109,90k-100k
177 041 647,30k-40k
377 224 654,80k-90k
468 103 775,70k-80k
403 155 880,20k-30k
113 260 772,5k-10k
873 310 718,Over 100k
167 387 018,10k-20k
018 265 389,10k-20k
071 138 838,90k-100k
243 355 708,10k-20k
602 532 582,10k-20k
032 275 877,Under 5k
115 840 647,20k-30k
807 553 318,90k-100k
615 675 824,Over 100k
318 270 675,Over 100k
344 370 176,60k-70k
673 441 705,Over 100k
230 576 548,Over 100k
125 066 746,50k-60k
532 835 022,50k-60k
564 325 884,40k-50k
480 617 646,90k-100k
603 775 446,Under 5k
225 860 352,Over 100k
073 223 752,20k-30k
371 460 718,90k-100k
182 053 868,Over 100k
746 740 356,20k-30k
457 183 564,Over 100k
374 561 082,10k-20k
337 051 148,Over 100k
046 827 457,Under 5k
402 567 341,80k-90k
501 428 668,10k-20k
728 035 239,10k-20k
401 461 587,80k-90k
743 047 250,60k-70k
220 766 141,70k-80k
140 177 460,80k-90k
882 610 629,60k-70k
521 670 810,20k-30k
388 012 676,Under 5k
244 860 557,Over 100k
443 168 505,80k-90k
516 032 885,30k-40k
241 350 321,20k-30k
580 433 126,30k-40k
410 718 332,40k-50k
261 288 609,10k-20k
835 605 288,5k-10k
185 064 227,40k-50k
765 114 434,50k-60k
771 681 400,10k-20k
110 688 678,10k-20k
483 160 172,Over 100k
653 224 584,5k-10k
257 406 439,Under 5k
042 238 550,70k-80k
174 386 201,Under 5k
052 687 738,50k-60k
625 586 086,50k-60k
643 047 756,40k-50k
352 048 532,10k-20k
146 037 411,80k-90k
382 465 508,Over 100k
315 270 835,80k-90k
677 502 247,50k-60k
446 056 186,Under 5k
741 051 668,Under 5k
522 405 661,40k-50k
480 326 172,Over 100k
354 308 546,40k-50k
146 256 201,90k-100k
537 502 346,90k-100k
237 556 022,Under 5k
021 867 866,40k-50k
314 708 835,Over 100k
267 417 020,5k-10k
667 102 149,40k-50k
104 427 760,10k-20k
440 116 531,90k-100k
376 075 412,20k-30k
114 450 737,10k-20k
653 254 011,60k-70k
386 412 019,10k-20k
830 725 487,5k-10k
482 466 109,5k-10k
742 046 170,50k-60k
860 723 451,Over 100k
173 401 431,Under 5k
186 250 866,20k-30k
641 022 769,40k-50k
278 316 708,20k-30k
728 730 235,Over 100k
560 265 886,60k-70k
744 067 265,60k-70k
658 850 466,70k-80k
374 388 106,50k-60k
442 013 389,50k-60k
604 677 146,Under 5k
832 812 564,Over 100k
088 716 220,Under 5k
173 074 220,10k-20k
650 677 446,Under 5k
254 806 870,50k-60k
761 220 672,10k-20k
130 688 526,Over 100k
265 570 648,Over 100k
072 372 865,20k-30k
410 867 857,40k-50k
044 561 587,Over 100k
377 302 112,90k-100k
873 201 750,Under 5k
143 108 439,30k-40k
074 668 856,80k-90k
467 113 072,10k-20k
127 701 662,80k-90k
871 176 434,Under 5k
015 548 860,50k-60k
876 110 487,5k-10k
886 116 474,Under 5k
618 208 375,50k-60k
388 507 618,50k-60k
122 088 560,5k-10k
258 730 431,70k-80k
508 811 338,60k-70k
620 476 119,Under 5k
471 401 687,50k-60k
546 146 051,10k-20k
126 451 764,10k-20k
083 562 249,80k-90k
083 785 436,90k-100k
641 776 018,50k-60k
884 330 515,50k-60k
617 640 172,60k-70k
081 261 869,90k-100k
167 352 806,50k-60k
884 507 310,20k-30k
621 781 087,Over 100k
261 473 078,90k-100k
133 104 471,Under 5k
865 260 251,60k-70k
664 725 702,Over 100k
032 744 765,90k-100k
316 088 525,70k-80k
758 032 510,40k-50k
230 217 861,5k-10k
270 648 652,20k-30k
620 411 371,80k-90k
044 831 535,10k-20k
774 413 017,90k-100k
264 503 541,Over 100k
071 886 626,10k-20k
741 746 200,90k-100k
255 088 460,Over 100k
225 305 747,Under 5k
853 227 080,70k-80k
184 760 262,50k-60k
667 411 474,80k-90k
372 470 625,Over 100k
246 538 508,90k-100k
882 265 077,60k-70k
678 531 724,40k-50k
528 560 386,5k-10k
861 220 671,10k-20k
110 458 320,30k-40k
358 371 524,20k-30k
882 340 375,10k-20k
652 738 808,Under 5k
541 061 727,Over 100k
176 046 886,5k-10k
706 425 469,5k-10k
442 570 339,30k-40k
058 371 469,70k-80k
655 088 318,70k-80k
233 772 854,5k-10k
720 765 312,40k-50k
832 650 188,30k-40k
584 306 815,40k-50k
285 382 164,10k-20k
716 587 027,Over 100k
604 781 187,Over 100k
472 533 041,Under 5k
064 173 172,Over 100k
026 438 119,Under 5k
054 668 546,Under 5k
728 607 235,30k-40k
470 166 851,Over 100k
553 224 080,Over 100k
486 180 557,10k-20k
174 104 380,Over 100k
286 705 827,20k-30k
346 825 508,40k-50k
645 618 406,Under 5k
815 338 124,Over 100k
186 081 568,Over 100k
773 544 010,80k-90k
354 851 602,70k-80k
816 270 375,Under 5k
468 851 134,Over 100k
662 048 545,40k-50k
456 028 562,20k-30k
756 650 222,40k-50k
778 065 227,40k-50k
137 431 078,40k-50k
331 188 029,Under 5k
265 544 684,20k-30k
650 238 546,50k-60k
588 062 356,40k-50k
047 533 526,Over 100k
411 037 740,Under 5k
276 832 854,30k-40k
558 866 414,90k-100k
083 413 476,40k-50k
283 067 452,60k-70k
546 075 326,10k-20k
106 281 389,10k-20k
186 026 522,10k-20k
520 834 110,Over 100k
207 216 649,10k-20k
017 335 548,50k-60k
416 556 884,Under 5k
470 668 252,5k-10k
655 140 382,Over 100k
172 680 621,80k-90k
465 861 052,5k-10k
540 162 351,Over 100k
328 305 586,20k-30k
733 422 075,80k-90k
342 310 588,10k-20k
337 420 459,50k-60k
370 561 888,Under 5k
118 233 501,30k-40k
341 103 778,90k-100k
471 186 601,90k-100k
534 085 766,30k-40k
083 114 678,Over 100k
356 154 088,50k-60k
654 804 269,60k-70k
457 337 814,Over 100k
523 371 052,5k-10k
031 832 819,30k-40k
460 827 140,60k-70k
022 837 645,80k-90k
042 335 778,10k-20k
605 572 866,80k-90k
870 866 118,40k-50k
066 528 472,20k-30k
657 644 274,10k-20k
234 805 372,60k-70k
735 411 308,5k-10k
374 413 011,70k-80k
531 206 282,Over 100k
672 076 825,40k-50k
541 031 738,Under 5k
610 256 141,40k-50k
226 437 085,20k-30k
508 865 417,10k-20k
584 461 057,Over 100k
742 235 070,40k-50k
645 628 454,10k-20k
270 413 727,Under 5k
538 602 111,30k-40k
605 845 346,Over 100k
302 447 735,Under 5k
457 764 066,30k-40k
240 573 469,20k-30k
857 162 309,Over 100k
240 538 678,40k-50k
713 312 874,10k-20k
370 522 641,60k-70k
705 562 866,50k-60k
316 745 801,5k-10k
807 746 136,30k-40k
341 260 586,10k-20k
145 831 608,90k-100k
654 431 501,Over 100k
074 331 745,Over 100k
550 881 437,5k-10k
238 055 321,80k-90k
862 317 088,10k-20k
382 567 808,Under 5k
268 047 180,50k-60k
642 748 065,90k-100k
418 376 075,Over 100k
015 538 820,30k-40k
064 528 649,30k-40k
554 308 262,60k-70k
664 507 746,Over 100k
432 087 161,40k-50k
456 086 511,10k-20k
653 881 029,30k-40k
178 660 718,Under 5k
415 418 607,Over 100k
513 572 032,Under 5k
307 723 452,Under 5k
644 506 719,10k-20k
054 156 880,70k-80k
027 711 647,40k-50k
440 725 760,Over 100k
041 627 738,30k-40k
481 733 202,Under 5k
762 283 059,60k-70k
267 547 032,70k-80k
385 311 402,30k-40k
640 537 221,20k-30k
266 058 148,60k-70k
253 880 538,30k-40k
834 570 566,5k-10k
025 665 712,Over 100k
026 731 752,10k-20k
618 276 554,80k-90k
834 076 515,30k-40k
257 460 527,Over 100k
011 233 889,Over 100k
723 307 815,90k-100k
450 324 561,Over 100k
716 704 358,10k-20k
130 788 326,60k-70k
270 813 868,Over 100k
042 372 177,Over 100k
052 653 748,30k-40k
854 827 334,50k-60k
620 175 562,Over 100k
088 523 329,40k-50k
265 573 444,Under 5k
064 327 851,Over 100k
110 473 378,Over 100k
853 251 031,5k-10k
208 746 750,Under 5k
041 761 487,5k-10k
311 703 821,Over 100k
357 052 612,Over 100k
114 770 837,Under 5k
732 210 547,30k-40k
265 445 734,5k-10k
476 416 011,Under 5k
337 447 056,40k-50k
472 033 141,Over 100k
760 583 278,Under 5k
683 204 556,10k-20k
372 405 720,50k-60k
284 560 877,30k-40k
081 261 372,50k-60k
621 074 277,20k-30k
827 355 306,Under 5k
450 867 346,Over 100k
185 662 244,50k-60k
741 341 507,70k-80k
025 611 732,20k-30k
517 335 048,30k-40k
283 062 859,10k-20k
162 462 709,40k-50k
223 470 675,Over 100k
120 831 839,Over 100k
685 182 164,70k-80k
173 073 826,90k-100k
544 013 386,10k-20k
088 155 320,40k-50k
284 685 500,50k-60k
406 556 712,60k-70k
317 762 144,30k-40k
166 704 486,40k-50k
673 428 124,30k-40k
677 234 056,20k-30k
670 112 341,60k-70k
273 568 048,70k-80k
610 856 445,10k-20k
386 401 475,40k-50k
146 106 521,Over 100k
338 550 718,40k-50k
627 780 265,Over 100k
753 720 838,50k-60k
883 150 435,30k-40k
077 312 346,60k-70k
027 134 550,Under 5k
227 607 140,20k-30k
671 104 461,5k-10k
110 268 562,10k-20k
552 338 402,20k-30k
023 718 612,Over 100k
652 237 884,5k-10k
864 075 510,10k-20k
803 725 480,40k-50k
085 135 820,40k-50k
144 138 609,Over 100k
604 614 271,Over 100k
562 548 040,5k-10k
147 760 227,70k-80k
550 388 318,5k-10k
328 801 139,Over 100k
831 238 076,30k-40k
521 170 837,10k-20k
206 812 372,70k-80k
038 118 527,40k-50k
853 841 674,60k-70k
756 704 318,Over 100k
543 812 200,30k-40k
110 667 482,40k-50k
870 611 688,90k-100k
386 417 224,60k-70k
462 410 531,50k-60k
246 032 189,40k-50k
722 534 500,5k-10k
143 748 200,Over 100k
445 865 306,Under 5k
503 882 615,90k-100k
832 055 461,30k-40k
615 830 452,90k-100k
270 285 380,90k-100k
334 425 071,Over 100k
804 175 669,Under 5k
566 041 182,40k-50k
170 371 447,30k-40k
305 468 118,80k-90k
483 450 250,80k-90k
068 275 270,10k-20k
880 322 375,10k-20k
203 867 148,10k-20k
146 677 224,30k-40k
503 274 250,20k-30k
068 275 619,Over 100k
723 455 200,30k-40k
433 504 511,20k-30k
173 468 406,5k-10k
042 332 775,Over 100k
862 012 531,90k-100k
807 337 415,50k-60k
604 786 111,20k-30k
016 576 472,60k-70k
322 588 500,40k-50k
503 174 625,30k-40k
357 052 240,Under 5k
664 720 141,20k-30k
415 566 702,10k-20k
326 428 174,30k-40k
117 387 407,40k-50k
562 468 124,40k-50k
755 334 414,60k-70k
761 140 532,20k-30k
342 317 021,Over 100k
508 622 180,Under 5k
140 261 777,40k-50k
672 014 388,Over 100k
203 748 835,20k-30k
885 132 654,20k-30k
714 503 349,20k-30k
582 445 060,70k-80k
513 208 132,Over 100k
044 671 550,Over 100k
511 643 082,Over 100k
678 138 025,Over 100k
221 073 372,70k-80k
641 832 019,40k-50k
410 568 547,20k-30k
730 547 817,Over 100k
130 456 726,50k-60k
601 788 326,40k-50k
673 814 208,30k-40k
038 132 551,70k-80k
746 235 514,Under 5k
642 276 109,10k-20k
237 546 809,90k-100k
853 701 688,Over 100k
186 607 818,10k-20k
245 216 734,30k-40k
381 082 676,5k-10k
016 674 525,Under 5k
168 770 220,20k-30k
073 582 710,10k-20k
833 150 725,5k-10k
834 605 271,30k-40k
503 318 818,30k-40k
721 667 244,30k-40k
472 503 382,70k-80k
132 054 321,20k-30k
733 412 274,60k-70k
457 426 609,Over 100k
764 703 245,10k-20k
530 114 727,Over 100k
130 234 776,Under 5k
810 346 759,Under 5k
827 051 160,90k-100k
541 231 734,Over 100k
588 611 400,Under 5k
114 768 807,50k-60k
283 567 808,Under 5k
450 887 666,50k-60k
531 148 864,60k-70k
021 623 871,50k-60k
067 214 239,Under 5k
543 340 756,10k-20k
815 065 768,Over 100k
032 785 768,5k-10k
178 862 264,60k-70k
837 227 354,Under 5k
281 460 329,60k-70k
325 813 806,20k-30k
273 260 182,10k-20k
205 548 647,20k-30k
655 041 341,20k-30k
283 443 505,60k-70k
805 213 311,20k-30k
256 732 041,Over 100k
230 835 449,Over 100k
253 068 548,Over 100k
733 081 178,Over 100k
386 554 406,20k-30k
543 540 231,60k-70k
740 667 126,20k-30k
410 338 859,Under 5k
640 531 489,Under 5k
118 356 484,60k-70k
871 831 608,Over 100k
435 180 765,60k-70k
053 882 510,Over 100k
486 104 177,80k-90k
314 885 500,10k-20k
476 175 807,60k-70k
882 766 124,70k-80k
340 812 239,Over 100k
447 533 514,70k-80k
247 712 037,20k-30k
733 405 476,5k-10k
125 134 734,5k-10k
123 087 686,Under 5k
325 401 735,5k-10k
026 526 582,20k-30k
850 826 629,Under 5k
284 503 349,20k-30k
823 158 035,Under 5k
621 774 314,10k-20k
203 462 759,50k-60k
722 780 160,60k-70k
358 158 400,90k-100k
803 311 588,Under 5k
128 153 764,Under 5k
281 037 440,20k-30k
086 425 477,20k-30k
274 804 137,40k-50k
885 325 068,Over 100k
557 204 260,5k-10k
307 225 870,Over 100k
062 768 858,90k-100k
167 164 508,Under 5k
762 340 149,Over 100k
760 255 240,10k-20k
861 328 474,5k-10k
528 508 310,5k-10k
658 731 724,10k-20k
015 544 661,5k-10k
330 227 851,Under 5k
644 528 069,70k-80k
504 416 736,5k-10k
130 658 826,10k-20k
185 381 464,Over 100k
283 560 522,90k-100k
566 440 756,10k-20k
254 403 561,Over 100k
530 226 141,5k-10k
865 113 724,30k-40k
207 682 675,10k-20k
661 274 514,10k-20k
586 411 407,90k-100k
620 455 287,Over 100k
815 806 435,5k-10k
183 387 208,Under 5k
457 427 037,Under 5k
620 554 311,40k-50k
122 370 547,10k-20k
374 188 050,40k-50k
014 667 752,5k-10k
682 255 864,Over 100k
511 033 482,Over 100k
446 850 117,80k-90k
722 610 532,90k-100k
527 503 312,30k-40k
377 224 134,Under 5k
072 685 480,20k-30k
508 665 221,Over 100k
653 807 446,90k-100k
688 045 376,Under 5k
256 608 472,50k-60k
356 470 476,10k-20k
418 613 071,Over 100k
143 770 238,40k-50k
205 418 460,Under 5k
088 133 178,30k-40k
346 552 706,10k-20k
314 760 182,40k-50k
221 406 580,60k-70k
118 833 524,10k-20k
408 316 719,60k-70k
435 574 017,40k-50k
062 455 738,20k-30k
822 506 671,40k-50k
820 611 580,10k-20k
476 435 706,30k-40k
377 310 222,40k-50k
405 176 850,10k-20k
286 082 565,Over 100k
806 276 556,50k-60k
402 688 535,5k-10k
354 780 710,20k-30k
602 447 757,5k-10k
705 583 326,20k-30k
761 783 414,80k-90k
862 743 101,40k-50k
186 704 318,Over 100k
581 301 447,60k-70k
380 144 550,Under 5k
654 650 811,5k-10k
068 217 231,Under 5k
358 347 201,80k-90k
823 501 671,Over 100k
870 613 288,50k-60k
220 667 745,80k-90k
517 310 322,Under 5k
064 825 532,20k-30k
402 467 187,50k-60k
670 426 451,5k-10k
685 504 268,80k-90k
176 231 082,20k-30k
560 412 686,40k-50k
671 238 244,20k-30k
722 054 350,20k-30k
685 034 456,Under 5k
544 068 315,50k-60k
205 662 141,Over 100k
126 137 884,5k-10k
064 317 811,Under 5k
377 560 248,50k-60k
045 176 658,10k-20k
866 770 258,50k-60k
866 775 414,50k-60k
531 028 348,Over 100k
018 648 550,60k-70k
730 116 829,70k-80k
726 601 859,10k-20k
035 835 412,Over 100k
853 062 719,5k-10k
680 685 518,30k-40k
870 861 168,10k-20k
470 168 865,Under 5k
325 471 134,70k-80k
418 766 705,30k-40k
337 582 019,20k-30k
315 548 032,60k-70k
204 688 675,50k-60k
106 258 262,5k-10k
038 771 457,5k-10k
407 781 335,20k-30k
741 041 339,50k-60k
677 425 464,Under 5k
416 554 384,40k-50k
435 025 382,40k-50k
166 072 546,80k-90k
866 201 171,5k-10k
240 665 489,90k-100k
442 670 675,Over 100k
443 523 089,40k-50k
758 261 564,80k-90k
884 726 654,60k-70k
118 647 700,Under 5k
865 023 121,50k-60k
735 135 022,5k-10k
667 281 174,40k-50k
103 864 526,5k-10k
228 576 674,Under 5k
085 534 238,Over 100k
537 602 856,70k-80k
278 675 038,80k-90k
271 288 300,30k-40k
405 571 647,30k-40k
854 160 587,50k-60k
441 830 270,60k-70k
120 374 319,40k-50k
413 774 100,70k-80k
540 675 410,30k-40k
058 662 776,20k-30k
226 577 807,20k-30k
746 601 129,20k-30k
752 083 477,30k-40k
308 271 550,50k-60k
483 783 254,40k-50k
440 716 736,Under 5k
352 403 778,10k-20k
081 446 239,20k-30k
126 158 062,50k-60k
321 354 201,50k-60k
688 556 414,70k-80k
176 046 811,Under 5k
521 138 834,Over 100k
604 675 512,Under 5k
246 806 525,40k-50k
064 587 686,10k-20k
347 561 078,20k-30k
705 541 647,Over 100k
407 761 162,50k-60k
011 448 370,Over 100k
860 553 221,5k-10k
085 665 412,40k-50k
760 785 618,10k-20k
384 165 502,80k-90k
115 443 061,Over 100k
615 602 745,80k-90k
176 431 021,Under 5k
510 866 452,Over 100k
477 581 060,Under 5k
718 762 305,60k-70k
344 867 015,90k-100k
164 864 274,50k-60k
810 716 720,10k-20k
465 814 010,Under 5k
182 286 609,20k-30k
186 054 326,5k-10k
703 143 552,Under 5k
134 027 747,5k-10k
547 623 405,5k-10k
816 276 075,Under 5k
673 472 106,Over 100k
317 280 170,70k-80k
527 304 257,60k-70k
856 130 471,40k-50k
102 652 831,40k-50k
118 308 477,30k-40k
773 041 835,Under 5k
078 571 460,90k-100k
702 466 459,Over 100k
033 524 729,5k-10k
582 032 835,5k-10k
873 813 208,5k-10k
355 322 082,Under 5k
142 672 674,Under 5k
608 112 561,30k-40k
771 144 037,Over 100k
610 274 177,20k-30k
406 885 566,60k-70k
726 106 552,Under 5k
231 402 777,Over 100k
823 850 110,Over 100k
645 176 025,80k-90k
382 743 045,20k-30k
642 702 187,30k-40k
128 770 260,30k-40k
857 261 309,20k-30k
026 731 851,10k-20k
140 268 319,20k-30k
342 577 400,30k-40k
477 411 037,10k-20k
732 285 564,70k-80k
084 655 612,10k-20k
560 541 831,90k-100k
183 280 510,20k-30k
223 355 082,40k-50k
488 766 106,Under 5k
647 110 527,Over 100k
047 611 678,Over 100k
456 026 541,20k-30k
061 473 476,60k-70k
864 527 734,40k-50k
726 704 166,Over 100k
682 082 375,20k-30k
884 553 207,40k-50k
245 603 758,20k-30k
126 687 706,60k-70k
017 664 178,20k-30k
138 620 588,40k-50k
180 227 837,5k-10k
201 834 629,Over 100k
852 832 534,90k-100k
825 668 056,80k-90k
732 547 047,20k-30k
522 380 351,30k-40k
182 337 402,60k-70k
015 688 138,Over 100k
460 427 131,30k-40k
611 774 308,Over 100k
771 164 464,40k-50k
561 428 020,Over 100k
122 764 384,10k-20k
507 133 825,5k-10k
260 213 582,20k-30k
756 687 208,Over 100k
723 411 039,40k-50k
508 628 435,Over 100k
142 730 431,Over 100k
718 562 374,60k-70k
567 312 012,50k-60k
556 206 712,50k-60k
285 016 648,50k-60k
167 182 674,50k-60k
476 071 345,60k-70k
866 155 088,30k-40k
228 610 739,5k-10k
276 670 825,10k-20k
771 661 824,10k-20k
172 643 082,Over 100k
831 058 326,50k-60k
311 460 471,60k-70k
586 045 817,10k-20k
645 130 725,60k-70k
654 087 311,60k-70k
567 422 605,30k-40k
346 722 085,Over 100k
167 450 626,70k-80k
814 310 777,40k-50k
207 544 560,50k-60k
133 182 584,50k-60k
718 237 605,5k-10k
778 310 227,Under 5k
765 381 025,Over 100k
822 375 077,10k-20k
237 016 522,80k-90k
628 835 019,60k-70k
873 160 485,Over 100k
225 416 684,40k-50k
068 847 235,50k-60k
123 883 019,Over 100k
274 660 851,Under 5k
677 014 417,20k-30k
310 452 750,Over 100k
810 867 168,Under 5k
517 446 605,Under 5k
507 685 436,70k-80k
406 537 811,10k-20k
716 205 349,40k-50k
267 405 629,60k-70k
433 704 285,Under 5k
258 260 561,5k-10k
550 441 331,10k-20k
871 022 760,70k-80k
065 445 736,Over 100k
721 167 302,80k-90k
385 203 245,30k-40k
526 835 202,Under 5k
461 160 871,20k-30k
088 661 178,60k-70k
177 103 462,40k-50k
370 225 732,Over 100k
185 430 238,5k-10k
180 146 672,5k-10k
226 816 809,30k-40k
385 304 456,80k-90k
827 613 076,60k-70k
304 417 736,30k-40k
240 258 350,60k-70k
466 728 045,5k-10k
023 458 250,10k-20k
086 287 166,10k-20k
068 841 550,5k-10k
450 651 880,Over 100k
714 064 177,Over 100k
837 531 524,Under 5k
380 155 622,Under 5k
528 675 200,Over 100k
084 524 370,50k-60k
382 213 544,20k-30k
476 835 012,Over 100k
657 032 876,Under 5k
860 265 511,Over 100k
832 837 405,40k-50k
807 253 117,5k-10k
762 402 139,90k-100k
682 234 554,50k-60k
682 640 545,Over 100k
013 773 858,5k-10k
408 667 756,10k-20k
617 746 144,50k-60k
114 607 880,30k-40k
