Police_SIN,Event_Code
184 760 247,15026
665 570 248,15027
281 730 622,15028
135 428 068,15029
337 025 472,15030
240 533 489,15031
701 144 537,15032
541 802 617,15033
605 281 161,15034
654 688 019,15035
088 253 265,15036
221 460 587,15037
564 160 182,15038
021 687 231,15039
562 582 031,15040
310 372 552,15041
711 082 669,15042
135 224 301,15043
456 788 306,15044
760 325 548,15045
823 860 119,15046
614 504 561,15047
065 865 446,15048
317 317 444,15049
477 114 037,15050
853 740 736,15051
315 470 120,15052
378 843 056,15053
306 155 748,15054
076 576 248,15055
533 220 885,15056
380 327 122,15057
183 167 444,15058
564 068 245,15059
874 316 086,15060
358 301 521,15061
258 046 531,15062
510 583 768,15063
642 210 777,15064
460 564 586,15065
117 732 032,15066
527 166 805,15067
352 847 644,15068
058 253 717,15069
304 724 685,15070
406 556 712,15071
107 146 649,15072
876 211 061,15073
850 166 471,15074
540 623 121,15075
315 470 120,15076
467 720 835,15077
458 833 209,15078
860 158 138,15079
084 651 140,15080
610 475 477,15081
258 046 531,15082
770 446 656,15083
720 316 249,15084
183 187 038,15085
233 772 052,15086
442 855 334,15087
705 413 227,15088
766 581 524,15089
228 076 550,15090
107 647 836,15091
102 748 837,15092
354 058 810,15093
527 685 606,15094
102 748 837,15095
655 182 061,15096
081 254 310,15097
146 106 588,15098
502 476 625,15099
318 772 654,15100
725 106 850,15101
346 541 709,15102
146 830 229,15103
552 334 484,15104
177 446 234,15105
884 560 376,15106
883 013 419,15107
183 167 444,15108
372 805 440,15109
257 053 827,15110
477 114 037,15111
261 274 674,15112
764 165 874,15113
617 456 058,15114
186 086 229,15115
511 082 737,15116
281 730 622,15117
533 425 484,15118
403 153 141,15119
416 554 384,15120
430 527 747,15121
117 743 302,15122
110 674 629,15123
055 376 412,15124
582 334 025,15125
160 743 886,15126
620 586 289,15127
746 147 107,15128
084 156 645,15129
403 153 141,15130
306 225 889,15131
720 423 177,15132
084 781 335,15133
756 206 876,15134
183 441 039,15135
180 224 537,15136
701 443 277,15137
140 227 380,15138
356 180 521,15139
180 653 248,15140
537 426 108,15141
130 844 517,15142
442 813 564,15143
342 702 651,15144
318 312 071,15145
340 568 526,15146
130 834 526,15147
033 722 182,15148
514 068 352,15149
304 477 136,15150
137 627 444,15151
417 086 535,15152
301 764 718,15153
477 114 037,15154
823 725 080,15155
701 624 439,15156
107 782 260,15157
327 114 534,15158
256 680 729,15159
725 581 060,15160
354 058 810,15161
820 133 775,15162
405 173 345,15163
803 772 250,15164
083 561 472,15165
640 211 769,15166
321 720 732,15167
345 811 020,15168
821 058 260,15169
654 688 019,15170
608 627 121,15171
711 082 669,15172
703 544 270,15173
261 468 029,15174
514 675 040,15175
517 530 432,15176
415 603 745,15177
288 506 470,15178
826 605 776,15179
302 745 831,15180
530 471 325,15181
177 446 234,15182
261 287 080,15183
128 771 664,15184
356 228 874,15185
033 817 412,15186
178 823 068,15187
642 772 057,15188
883 251 100,15189
753 724 608,15190
147 206 270,15191
521 170 837,15192
825 106 750,15193
315 285 031,15194
765 261 102,15195
178 620 720,15196
240 738 625,15197
882 730 120,15198
654 688 019,15199
621 450 717,15200
584 461 164,15201
523 311 744,15202
056 227 341,15203
144 307 717,15204
740 722 335,15205
473 305 712,15206
273 304 758,15207
654 776 806,15208
401 664 271,15209
261 250 732,15210
356 044 271,15211
823 801 550,15212
077 544 260,15213
685 680 126,15214
504 176 140,15215
465 461 101,15216
401 664 271,15217
714 660 859,15218
620 156 851,15219
267 264 554,15220
507 681 138,15221
068 748 136,15222
620 554 287,15223
701 782 336,15224
240 672 535,15225
273 304 758,15226
073 841 850,15227
452 356 702,15228
401 674 536,15229
564 160 182,15230
265 840 835,15231
258 046 531,15232
128 027 687,15233
546 205 261,15234
015 466 451,15235
315 285 031,15236
114 766 041,15237
745 520 460,15238
511 204 661,15239
765 011 648,15240
450 158 860,15241
720 527 647,15242
880 317 268,15243
135 428 068,15244
771 461 027,15245
645 270 257,15246
671 844 066,15247
677 211 302,15248
358 227 684,15249
506 582 287,15250
184 760 247,15251
532 580 727,15252
288 506 470,15253
358 348 019,15254
534 071 345,15255
725 106 850,15256
507 681 138,15257
642 845 069,15258
823 807 656,15259
760 722 835,15260
088 711 460,15261
813 567 484,15262
328 173 505,15263
647 112 309,15264
276 608 445,15265
611 830 548,15266
554 320 861,15267
753 724 608,15268
432 458 354,15269
765 261 102,15270
768 713 208,15271
823 173 554,15272
744 617 036,15273
758 251 037,15274
866 822 554,15275
884 603 515,15276
078 531 720,15277
701 782 336,15278
523 420 180,15279
416 554 384,15280
774 134 100,15281
561 140 740,15282
556 881 308,15283
506 425 388,15284
310 854 658,15285
018 277 665,15286
462 407 651,15287
873 375 406,15288
623 105 541,15289
041 732 736,15290
053 377 826,15291
132 408 378,15292
853 203 586,15293
311 250 880,15294
240 738 625,15295
052 854 437,15296
325 805 810,15297
853 740 736,15298
726 117 062,15299
523 420 180,15300
442 813 564,15301
453 768 046,15302
853 061 521,15303
531 841 047,15304
617 456 058,15305
127 726 602,15306
127 053 817,15307
108 137 688,15308
203 547 682,15309
770 446 656,15310
316 554 401,15311
621 450 717,15312
261 287 080,15313
380 327 122,15314
415 304 161,15315
607 744 315,15316
073 574 410,15317
714 660 859,15318
801 776 238,15319
042 258 137,15320
127 053 817,15321
170 134 621,15322
143 043 271,15323
621 450 717,15324
670 188 465,15325
607 744 315,15326
355 460 288,15327
332 205 871,15328
821 138 674,15329
277 043 162,15330
485 166 805,15331
541 802 617,15332
358 348 019,15333
857 346 514,15334
874 170 335,15335
455 881 334,15336
064 355 886,15337
083 711 440,15338
477 664 106,15339
768 713 208,15340
086 226 875,15341
744 530 270,15342
538 228 057,15343
725 581 060,15344
761 760 248,15345
358 227 684,15346
586 620 148,15347
326 718 012,15348
406 776 815,15349
486 617 814,15350
803 827 120,15351
766 152 144,15352
805 813 326,15353
278 543 707,15354
546 612 201,15355
833 711 088,15356
238 740 187,15357
752 306 878,15358
640 211 769,15359
850 228 537,15360
471 034 611,15361
874 571 664,15362
382 744 134,15363
850 668 419,15364
162 280 689,15365
541 802 617,15366
527 166 805,15367
168 370 419,15368
456 834 506,15369
465 461 101,15370
642 208 557,15371
513 348 805,15372
284 013 877,15373
477 114 037,15374
332 018 829,15375
186 254 066,15376
670 274 257,15377
537 426 108,15378
455 061 382,15379
317 317 444,15380
305 413 486,15381
677 031 445,15382
506 425 388,15383
072 613 722,15384
372 388 124,15385
305 574 626,15386
860 155 480,15387
450 453 717,15388
318 310 471,15389
654 886 076,15390
041 732 736,15391
177 043 817,15392
520 683 111,15393
165 402 231,15394
720 324 375,15395
044 331 759,15396
374 381 705,15397
455 881 334,15398
332 744 085,15399
460 385 511,15400
771 034 220,15401
507 681 625,15402
103 354 718,15403
115 640 880,15404
520 861 147,15405
644 051 765,15406
458 701 380,15407
765 261 102,15408
415 430 750,15409
701 782 336,15410
608 627 121,15411
752 447 300,15412
718 330 129,15413
167 724 608,15414
517 530 432,15415
803 772 250,15416
113 807 820,15417
506 844 265,15418
114 350 747,15419
438 650 715,15420
462 473 109,15421
052 437 738,15422
311 250 880,15423
768 701 138,15424
726 185 077,15425
483 465 076,15426
866 022 171,15427
804 138 139,15428
866 822 554,15429
815 662 085,15430
613 018 472,15431
120 671 839,15432
561 802 646,15433
621 450 717,15434
466 108 172,15435
756 744 314,15436
332 018 829,15437
564 160 182,15438
537 106 825,15439
135 024 461,15440
467 103 149,15441
670 274 257,15442
744 617 036,15443
416 780 161,15444
401 854 336,15445
073 841 850,15446
086 226 875,15447
410 458 350,15448
170 134 621,15449
135 426 401,15450
208 568 477,15451
347 701 450,15452
885 305 318,15453
177 446 234,15454
356 044 271,15455
115 640 880,15456
037 682 259,15457
438 650 715,15458
710 582 669,15459
042 258 137,15460
756 744 314,15461
557 204 260,15462
386 107 148,15463
713 712 834,15464
654 688 019,15465
047 552 666,15466
084 461 177,15467
322 455 601,15468
374 824 134,15469
665 170 445,15470
610 847 352,15471
065 411 720,15472
135 176 808,15473
567 145 602,15474
305 844 250,15475
165 261 744,15476
802 846 550,15477
514 068 352,15478
485 523 062,15479
386 207 815,15480
413 774 100,15481
268 543 584,15482
670 274 257,15483
062 813 548,15484
104 177 837,15485
618 546 774,15486
028 718 237,15487
702 417 627,15488
045 862 117,15489
273 304 758,15490
584 461 164,15491
180 653 248,15492
301 771 838,15493
604 156 141,15494
037 527 868,15495
270 316 888,15496
802 573 568,15497
227 013 562,15498
117 732 800,15499
038 146 759,15500
208 762 765,15501
265 468 108,15502
823 173 554,15503
258 730 431,15504
673 214 714,15505
704 331 552,15506
830 527 461,15507
332 018 829,15508
801 776 238,15509
052 854 437,15510
176 102 341,15511
625 118 864,15512
174 460 717,15513
230 417 321,15514
627 780 265,15515
238 740 187,15516
617 456 058,15517
203 348 859,15518
380 553 818,15519
725 106 850,15520
221 680 531,15521
562 582 031,15522
021 786 231,15523
877 601 435,15524
261 370 548,15525
382 317 048,15526
386 207 815,15527
341 261 089,15528
317 543 049,15529
654 886 076,15530
501 348 817,15531
221 680 531,15532
471 034 611,15533
550 176 440,15534
608 827 127,15535
135 176 808,15536
065 411 720,15537
677 526 808,15538
655 641 744,15539
301 762 746,15540
865 561 708,15541
025 431 651,15542
823 703 715,15543
071 644 710,15544
620 714 261,15545
501 348 817,15546
246 556 088,15547
672 044 757,15548
468 067 111,15549
866 718 208,15550
518 332 101,15551
261 370 548,15552
234 610 582,15553
756 744 314,15554
377 025 820,15555
537 206 245,15556
507 523 462,15557
127 664 514,15558
701 726 838,15559
265 840 835,15560
062 813 548,15561
728 166 174,15562
205 473 358,15563
104 177 837,15564
203 348 859,15565
405 473 356,15566
035 425 768,15567
642 210 777,15568
064 418 270,15569
227 680 659,15570
684 430 556,15571
260 358 858,15572
172 806 838,15573
317 455 608,15574
874 316 086,15575
883 013 419,15576
880 317 268,15577
861 253 201,15578
550 176 440,15579
760 325 548,15580
165 372 814,15581
710 582 669,15582
406 556 712,15583
415 603 745,15584
823 173 554,15585
258 046 531,15586
188 653 224,15587
160 743 886,15588
746 147 107,15589
486 085 376,15590
504 825 860,15591
705 213 247,15592
835 506 411,15593
273 082 750,15594
685 680 126,15595
742 266 109,15596
201 266 749,15597
654 881 309,15598
725 106 850,15599
804 138 139,15600
321 720 732,15601
714 330 552,15602
018 255 737,15603
165 180 738,15604
315 068 858,15605
018 716 738,15606
655 224 301,15607
815 866 405,15608
802 846 550,15609
342 702 651,15610
076 231 885,15611
608 147 385,15612
580 543 817,15613
728 166 174,15614
642 772 057,15615
745 520 460,15616
147 206 270,15617
665 104 121,15618
562 582 031,15619
547 605 626,15620
884 560 376,15621
128 027 687,15622
607 527 868,15623
402 613 889,15624
734 187 107,15625
081 254 310,15626
726 420 169,15627
560 423 188,15628
108 677 238,15629
728 166 174,15630
042 562 371,15631
701 726 838,15632
381 152 602,15633
660 271 545,15634
714 660 859,15635
406 586 776,15636
201 266 749,15637
273 385 724,15638
442 056 131,15639
234 610 582,15640
853 701 431,15641
058 322 587,15642
885 530 618,15643
325 065 241,15644
726 185 077,15645
178 208 617,15646
281 047 837,15647
127 053 817,15648
120 183 777,15649
527 166 805,15650
386 782 254,15651
225 330 885,15652
347 701 450,15653
042 233 551,15654
306 155 748,15655
144 307 717,15656
321 374 076,15657
223 388 059,15658
802 255 687,15659
561 140 740,15660
673 180 485,15661
552 332 801,15662
238 740 187,15663
337 705 446,15664
327 114 534,15665
130 844 517,15666
485 166 805,15667
108 677 238,15668
260 775 432,15669
130 844 517,15670
258 730 431,15671
607 527 868,15672
306 782 111,15673
227 413 309,15674
864 108 139,15675
684 405 269,15676
625 118 864,15677
640 211 769,15678
120 183 777,15679
182 082 560,15680
581 443 306,15681
054 337 712,15682
341 862 274,15683
146 830 229,15684
273 814 038,15685
745 012 260,15686
466 108 172,15687
511 082 737,15688
178 208 617,15689
088 711 460,15690
465 420 131,15691
061 164 471,15692
013 865 472,15693
620 554 287,15694
038 146 551,15695
013 865 472,15696
147 731 624,15697
760 187 138,15698
386 582 209,15699
127 053 817,15700
534 670 245,15701
850 166 471,15702
130 652 746,15703
458 731 601,15704
567 320 858,15705
372 388 124,15706
554 068 247,15707
084 651 140,15708
073 841 850,15709
401 866 512,15710
301 771 838,15711
325 308 112,15712
227 680 659,15713
305 413 486,15714
883 201 659,15715
244 608 139,15716
752 306 878,15717
562 582 031,15718
401 154 661,15719
354 423 709,15720
413 774 100,15721
358 301 521,15722
853 061 521,15723
052 652 641,15724
640 235 511,15725
582 334 025,15726
604 156 141,15727
240 533 489,15728
802 253 351,15729
221 680 531,15730
102 748 837,15731
581 306 248,15732
586 104 457,15733
453 768 244,15734
471 034 611,15735
742 317 407,15736
558 622 080,15737
860 155 480,15738
486 617 814,15739
558 622 080,15740
382 317 048,15741
756 206 876,15742
527 166 805,15743
540 623 121,15744
066 547 886,15745
172 806 838,15746
537 106 825,15747
204 813 372,15748
832 730 758,15749
702 417 627,15750
754 704 260,15751
802 572 339,15752
673 214 714,15753
358 301 521,15754
314 850 645,15755
885 530 618,15756
110 687 720,15757
173 472 606,15758
306 155 748,15759
326 718 012,15760
685 680 126,15761
804 665 511,15762
416 416 501,15763
223 388 059,15764
504 176 140,15765
052 882 537,15766
084 156 645,15767
221 460 587,15768
201 266 749,15769
510 583 768,15770
688 625 474,15771
386 255 814,15772
102 677 648,15773
134 470 566,15774
380 327 122,15775
607 687 258,15776
832 730 758,15777
035 425 768,15778
306 155 748,15779
885 546 010,15780
547 260 117,15781
337 025 472,15782
821 058 260,15783
740 722 335,15784
721 320 869,15785
703 455 238,15786
238 817 324,15787
623 105 541,15788
471 034 611,15789
645 270 257,15790
183 187 038,15791
564 160 182,15792
877 601 435,15793
486 085 376,15794
147 740 617,15795
084 355 262,15796
144 853 264,15797
714 330 552,15798
582 345 047,15799
462 075 870,15800
243 862 505,15801
401 664 271,15802
301 762 746,15803
764 165 874,15804
655 844 017,15805
701 624 439,15806
165 824 624,15807
018 866 558,15808
183 441 039,15809
714 330 552,15810
710 582 669,15811
523 420 180,15812
183 253 012,15813
665 170 445,15814
401 854 336,15815
377 082 235,15816
611 830 548,15817
228 076 550,15818
642 208 557,15819
278 543 707,15820
264 583 584,15821
178 061 768,15822
177 104 460,15823
058 322 587,15824
430 527 747,15825
884 603 515,15826
358 227 684,15827
501 348 817,15828
165 261 744,15829
261 250 732,15830
885 305 318,15831
203 547 682,15832
741 256 614,15833
270 574 437,15834
874 316 086,15835
745 520 460,15836
706 544 566,15837
615 406 725,15838
033 722 182,15839
042 562 371,15840
764 165 874,15841
144 853 264,15842
057 322 372,15843
677 031 445,15844
037 527 868,15845
876 116 484,15846
530 471 325,15847
744 617 036,15848
221 476 070,15849
442 056 131,15850
352 847 644,15851
473 305 712,15852
883 013 419,15853
386 582 209,15854
402 613 889,15855
820 318 376,15856
604 537 746,15857
744 617 036,15858
506 582 287,15859
430 856 252,15860
125 134 734,15861
108 677 238,15862
521 170 837,15863
165 824 624,15864
885 605 220,15865
172 283 087,15866
581 443 306,15867
740 722 335,15868
655 844 017,15869
645 270 257,15870
821 728 334,15871
347 012 239,15872
114 887 664,15873
188 031 538,15874
127 664 514,15875
645 811 308,15876
268 203 189,15877
756 206 876,15878
816 047 757,15879
644 855 314,15880
853 203 586,15881
752 447 300,15882
728 166 174,15883
486 617 814,15884
507 681 625,15885
805 673 225,15886
823 703 715,15887
122 056 831,15888
318 312 071,15889
703 544 270,15890
064 168 149,15891
816 047 757,15892
866 718 208,15893
073 574 410,15894
871 230 736,15895
071 681 621,15896
802 253 351,15897
850 228 537,15898
103 452 280,15899
538 228 057,15900
720 316 249,15901
431 771 344,15902
682 547 864,15903
673 180 485,15904
873 172 035,15905
832 730 758,15906
523 420 180,15907
546 640 186,15908
605 228 857,15909
504 885 260,15910
853 061 521,15911
804 773 356,15912
337 025 472,15913
821 728 334,15914
273 304 758,15915
726 725 344,15916
165 372 814,15917
580 465 227,15918
811 340 587,15919
321 173 544,15920
170 341 341,15921
802 255 687,15922
466 108 172,15923
582 334 025,15924
522 865 047,15925
135 224 301,15926
103 452 280,15927
853 203 586,15928
458 833 209,15929
704 733 146,15930
344 503 586,15931
125 134 734,15932
178 620 720,15933
017 532 672,15934
465 420 131,15935
485 523 062,15936
701 144 537,15937
641 648 506,15938
401 854 336,15939
325 065 241,15940
627 185 309,15941
664 801 859,15942
416 455 301,15943
470 435 280,15944
642 208 557,15945
204 576 839,15946
816 250 161,15947
553 382 284,15948
258 730 431,15949
276 546 801,15950
830 145 777,15951
833 720 451,15952
135 176 808,15953
304 473 259,15954
415 430 750,15955
874 170 335,15956
721 661 049,15957
227 413 309,15958
876 116 484,15959
406 411 587,15960
038 748 166,15961
167 743 202,15962
221 460 587,15963
352 044 689,15964
745 260 257,15965
584 583 066,15966
810 213 587,15967
233 772 052,15968
722 567 864,15969
023 158 835,15970
258 046 531,15971
261 860 878,15972
642 208 557,15973
253 377 444,15974
541 660 288,15975
184 760 247,15976
765 261 102,15977
547 643 106,15978
135 024 461,15979
860 158 138,15980
568 118 400,15981
643 140 759,15982
527 685 606,15983
417 086 535,15984
511 204 661,15985
522 865 047,15986
628 507 386,15987
127 726 602,15988
221 788 037,15989
874 571 664,15990
233 772 052,15991
416 455 301,15992
881 130 439,15993
401 866 512,15994
722 567 864,15995
066 547 886,15996
488 650 110,15997
221 788 037,15998
442 813 564,15999
701 741 332,16000
670 274 257,16001
816 677 454,16002
438 650 715,16003
674 880 315,16004
674 880 315,16005
233 772 052,16006
253 377 444,16007
286 280 177,16008
344 503 586,16009
644 051 765,16010
382 744 134,16011
721 320 869,16012
304 477 136,16013
018 255 737,16014
682 547 864,16015
037 451 457,16016
554 026 732,16017
354 423 709,16018
764 165 874,16019
537 016 248,16020
177 164 407,16021
855 328 324,16022
665 170 445,16023
288 507 668,16024
408 167 385,16025
554 026 732,16026
432 458 354,16027
501 348 817,16028
881 130 439,16029
610 735 482,16030
802 253 351,16031
447 537 036,16032
770 446 656,16033
165 261 744,16034
261 287 080,16035
341 170 520,16036
504 885 260,16037
654 881 309,16038
431 156 702,16039
137 627 444,16040
183 167 444,16041
823 710 710,16042
038 146 759,16043
674 880 315,16044
625 118 864,16045
455 881 334,16046
088 253 265,16047
643 140 759,16048
705 413 227,16049
771 461 027,16050
401 866 512,16051
130 844 517,16052
408 167 385,16053
288 507 668,16054
318 553 088,16055
318 312 071,16056
683 114 078,16057
071 644 710,16058
882 730 120,16059
227 013 562,16060
615 406 725,16061
178 643 011,16062
271 670 432,16063
355 861 402,16064
165 372 814,16065
386 782 254,16066
038 841 557,16067
281 047 837,16068
452 356 702,16069
756 744 314,16070
356 827 444,16071
437 681 174,16072
135 024 461,16073
581 306 248,16074
068 741 131,16075
243 862 505,16076
176 641 702,16077
641 648 506,16078
415 304 161,16079
823 807 656,16080
608 627 121,16081
288 506 470,16082
084 355 262,16083
240 546 671,16084
273 304 758,16085
460 423 551,16086
374 381 705,16087
410 538 649,16088
506 844 265,16089
108 137 688,16090
205 544 760,16091
613 587 708,16092
038 146 551,16093
465 088 235,16094
264 583 584,16095
347 027 658,16096
205 544 760,16097
866 822 554,16098
310 854 658,16099
011 256 831,16100
240 533 489,16101
377 025 820,16102
084 461 177,16103
885 546 010,16104
714 467 305,16105
547 605 626,16106
581 306 248,16107
288 506 470,16108
567 320 858,16109
017 532 672,16110
431 771 344,16111
601 731 748,16112
821 138 674,16113
135 176 808,16114
771 461 027,16115
607 687 258,16116
504 885 260,16117
874 316 086,16118
610 475 477,16119
610 735 482,16120
710 645 540,16121
208 665 778,16122
406 411 587,16123
882 730 120,16124
741 703 326,16125
102 677 648,16126
201 862 547,16127
557 103 868,16128
711 350 447,16129
344 523 501,16130
810 213 587,16131
546 618 224,16132
344 523 501,16133
253 748 800,16134
562 582 031,16135
821 058 260,16136
874 571 664,16137
482 460 565,16138
520 683 111,16139
384 504 510,16140
807 331 129,16141
553 172 032,16142
114 766 041,16143
177 104 460,16144
204 576 839,16145
254 786 031,16146
052 882 537,16147
378 843 056,16148
165 180 738,16149
665 880 415,16150
318 772 654,16151
877 033 415,16152
765 011 648,16153
347 012 239,16154
733 450 258,16155
473 305 712,16156
462 473 109,16157
752 306 878,16158
283 417 400,16159
456 688 514,16160
432 475 507,16161
560 423 188,16162
170 134 621,16163
880 317 268,16164
017 532 672,16165
586 622 805,16166
280 612 870,16167
180 653 248,16168
340 568 526,16169
880 135 439,16170
061 341 871,16171
314 850 645,16172
065 865 446,16173
502 476 625,16174
546 612 201,16175
072 613 722,16176
110 733 482,16177
603 144 189,16178
823 801 550,16179
127 053 817,16180
352 847 644,16181
147 731 624,16182
221 476 070,16183
552 334 484,16184
816 830 129,16185
332 744 085,16186
880 135 439,16187
615 804 325,16188
221 788 037,16189
381 152 602,16190
608 627 121,16191
401 138 870,16192
347 012 239,16193
317 455 608,16194
170 134 621,16195
107 782 260,16196
026 627 745,16197
265 468 108,16198
386 782 254,16199
327 410 536,16200
438 650 715,16201
477 664 106,16202
081 254 310,16203
258 046 531,16204
482 533 874,16205
332 548 502,16206
483 501 672,16207
385 165 444,16208
725 301 352,16209
542 276 100,16210
608 775 268,16211
115 640 880,16212
182 744 334,16213
561 140 740,16214
240 533 489,16215
774 134 100,16216
813 567 484,16217
410 538 649,16218
108 677 238,16219
284 013 877,16220
442 056 131,16221
243 312 709,16222
352 770 440,16223
084 355 262,16224
477 114 037,16225
356 204 776,16226
778 160 457,16227
728 035 536,16228
527 465 066,16229
654 881 309,16230
321 374 076,16231
356 180 521,16232
441 703 386,16233
562 582 031,16234
123 088 619,16235
758 226 039,16236
488 167 354,16237
176 641 702,16238
381 152 602,16239
302 355 482,16240
547 260 117,16241
644 855 314,16242
120 671 839,16243
188 653 224,16244
823 725 080,16245
685 186 405,16246
325 805 810,16247
483 501 672,16248
618 546 774,16249
460 385 511,16250
065 468 415,16251
265 468 108,16252
402 613 889,16253
314 850 645,16254
820 825 669,16255
485 680 615,16256
261 250 732,16257
742 317 407,16258
074 476 250,16259
604 156 141,16260
650 258 346,16261
884 603 515,16262
122 056 831,16263
352 044 689,16264
037 527 868,16265
053 377 826,16266
240 672 535,16267
728 166 174,16268
523 311 744,16269
310 854 658,16270
320 417 611,16271
260 775 432,16272
820 825 669,16273
460 385 511,16274
884 603 515,16275
815 675 400,16276
821 138 674,16277
277 083 457,16278
807 331 129,16279
815 806 625,16280
401 866 512,16281
052 652 641,16282
054 337 712,16283
725 106 850,16284
553 382 284,16285
325 183 705,16286
458 867 066,16287
288 507 668,16288
501 348 817,16289
401 854 336,16290
721 320 869,16291
674 880 315,16292
823 725 080,16293
866 071 129,16294
128 771 664,16295
357 452 200,16296
140 227 380,16297
667 205 272,16298
203 348 859,16299
135 024 461,16300
180 653 248,16301
416 780 161,16302
356 204 776,16303
754 704 260,16304
238 817 324,16305
088 661 558,16306
382 744 134,16307
823 801 550,16308
062 854 625,16309
506 425 388,16310
352 762 801,16311
886 740 166,16312
758 251 037,16313
415 430 750,16314
068 748 136,16315
058 322 587,16316
726 725 344,16317
347 701 450,16318
356 044 271,16319
068 741 131,16320
645 231 085,16321
208 568 477,16322
260 552 682,16323
028 137 750,16324
701 741 332,16325
037 682 259,16326
134 470 566,16327
621 450 717,16328
507 681 138,16329
025 611 732,16330
177 104 460,16331
013 543 871,16332
227 013 562,16333
026 711 341,16334
764 581 039,16335
017 445 560,16336
506 425 388,16337
437 051 352,16338
381 152 602,16339
415 304 161,16340
654 886 076,16341
518 332 101,16342
560 423 188,16343
320 725 732,16344
627 185 309,16345
315 348 102,16346
017 445 560,16347
037 451 457,16348
223 388 059,16349
552 332 801,16350
068 748 136,16351
816 677 454,16352
120 671 839,16353
304 467 715,16354
456 450 717,16355
804 773 356,16356
253 082 580,16357
132 408 378,16358
722 554 037,16359
332 018 829,16360
352 847 644,16361
431 156 702,16362
204 813 372,16363
172 806 838,16364
177 164 407,16365
207 237 140,16366
458 701 380,16367
168 803 229,16368
688 726 405,16369
406 411 587,16370
882 730 120,16371
458 731 601,16372
386 107 148,16373
741 256 614,16374
665 104 121,16375
106 647 712,16376
386 105 472,16377
382 744 134,16378
644 051 765,16379
521 170 837,16380
164 401 739,16381
831 276 019,16382
652 687 708,16383
746 147 107,16384
582 334 025,16385
410 885 677,16386
086 226 875,16387
328 173 505,16388
347 761 124,16389
078 531 720,16390
881 130 439,16391
771 034 220,16392
827 166 505,16393
408 167 385,16394
044 661 759,16395
753 724 608,16396
320 725 732,16397
107 347 866,16398
523 104 180,16399
081 254 310,16400
223 388 059,16401
772 603 445,16402
127 650 646,16403
447 537 036,16404
544 103 385,16405
406 776 815,16406
534 071 345,16407
057 322 372,16408
223 388 059,16409
670 188 465,16410
078 531 720,16411
244 608 139,16412
728 035 536,16413
652 740 887,16414
586 620 148,16415
825 106 750,16416
540 273 265,16417
221 788 037,16418
377 025 820,16419
761 320 878,16420
533 425 484,16421
815 675 400,16422
564 068 245,16423
701 624 439,16424
188 307 466,16425
110 674 629,16426
758 251 037,16427
123 088 619,16428
654 776 806,16429
240 546 671,16430
304 473 259,16431
742 317 407,16432
734 110 869,16433
754 624 609,16434
058 253 717,16435
337 025 472,16436
866 718 208,16437
061 341 871,16438
071 644 710,16439
673 180 485,16440
410 458 350,16441
107 647 836,16442
406 556 712,16443
268 853 454,16444
304 473 259,16445
352 762 801,16446
671 420 388,16447
208 568 477,16448
437 051 352,16449
703 145 870,16450
320 328 172,16451
178 208 617,16452
278 668 108,16453
340 568 526,16454
540 273 265,16455
802 573 568,16456
584 310 312,16457
764 581 039,16458
468 067 111,16459
627 780 265,16460
881 130 439,16461
076 231 885,16462
460 351 182,16463
673 214 714,16464
665 588 224,16465
432 458 354,16466
466 570 272,16467
644 051 765,16468
260 274 139,16469
774 134 100,16470
462 455 601,16471
810 213 587,16472
643 140 759,16473
544 103 385,16474
803 827 120,16475
230 417 321,16476
066 547 886,16477
482 460 565,16478
332 018 829,16479
602 812 877,16480
655 844 017,16481
177 043 817,16482
376 102 745,16483
726 117 062,16484
013 543 871,16485
876 211 061,16486
378 502 611,16487
534 071 345,16488
701 741 332,16489
227 710 340,16490
625 118 864,16491
380 553 818,16492
176 270 817,16493
068 741 131,16494
880 317 268,16495
532 580 727,16496
473 024 180,16497
358 227 684,16498
705 413 227,16499
332 744 085,16500
642 772 057,16501
380 327 122,16502
305 413 486,16503
325 065 241,16504
178 620 720,16505
477 664 106,16506
610 735 482,16507
721 320 869,16508
534 071 345,16509
188 653 224,16510
853 740 736,16511
805 673 225,16512
682 416 029,16513
885 546 010,16514
320 725 732,16515
413 774 100,16516
615 406 725,16517
354 153 041,16518
033 722 182,16519
865 561 401,16520
580 465 227,16521
357 044 619,16522
243 503 588,16523
802 846 550,16524
831 276 019,16525
877 601 435,16526
442 813 564,16527
166 174 474,16528
120 183 777,16529
305 844 250,16530
066 547 886,16531
537 206 245,16532
702 234 659,16533
756 206 876,16534
038 748 166,16535
072 613 722,16536
871 170 338,16537
376 102 745,16538
830 527 461,16539
315 508 820,16540
681 204 277,16541
266 017 888,16542
183 167 444,16543
033 722 182,16544
642 210 777,16545
321 374 076,16546
188 307 466,16547
318 772 654,16548
178 061 768,16549
682 416 029,16550
543 143 705,16551
883 201 659,16552
327 764 205,16553
702 417 627,16554
205 544 760,16555
754 781 300,16556
720 527 647,16557
305 574 626,16558
664 801 859,16559
456 834 506,16560
764 165 874,16561
377 025 820,16562
317 455 608,16563
356 827 444,16564
028 533 776,16565
684 430 556,16566
401 866 512,16567
823 801 550,16568
227 410 537,16569
042 562 371,16570
721 320 869,16571
523 104 180,16572
556 881 308,16573
802 253 351,16574
261 287 080,16575
815 235 080,16576
644 051 765,16577
355 861 402,16578
352 770 440,16579
