SIN,Salary_group
072 438 450,90k-100k
402 537 831,10k-20k
382 547 800,5k-10k
603 574 278,5k-10k
641 201 371,Over 100k
625 038 856,80k-90k
582 412 334,Under 5k
641 771 464,80k-90k
762 352 144,20k-30k
285 304 358,Over 100k
864 168 059,Over 100k
125 674 036,70k-80k
168 022 580,30k-40k
061 774 618,Under 5k
720 433 119,90k-100k
334 810 546,20k-30k
345 560 411,20k-30k
371 824 020,60k-70k
837 522 069,10k-20k
470 671 140,10k-20k
378 105 688,Over 100k
382 267 805,10k-20k
123 883 506,20k-30k
674 106 851,10k-20k
768 317 224,Over 100k
431 788 306,Over 100k
302 347 141,Over 100k
443 027 131,Over 100k
085 285 237,40k-50k
502 318 462,20k-30k
466 028 172,30k-40k
038 546 586,Under 5k
415 468 107,60k-70k
117 607 432,30k-40k
856 148 564,10k-20k
614 658 102,Over 100k
506 648 112,10k-20k
746 602 515,Under 5k
437 451 164,90k-100k
644 605 271,40k-50k
114 038 540,30k-40k
473 573 046,Under 5k
258 762 764,30k-40k
308 255 231,Over 100k
753 062 819,10k-20k
553 024 738,Under 5k
408 376 259,10k-20k
807 233 275,5k-10k
833 218 514,20k-30k
866 722 085,30k-40k
243 552 684,Over 100k
654 187 061,Over 100k
146 230 271,20k-30k
665 280 111,Over 100k
446 130 759,30k-40k
233 410 471,Over 100k
706 522 869,10k-20k
617 206 859,5k-10k
756 107 447,90k-100k
108 266 511,Under 5k
276 882 305,70k-80k
344 053 111,Under 5k
176 806 446,Under 5k
170 228 332,30k-40k
446 708 265,20k-30k
625 625 744,30k-40k
325 561 041,40k-50k
661 227 884,Under 5k
206 537 821,40k-50k
827 661 174,Under 5k
331 207 886,20k-30k
173 344 011,50k-60k
326 804 259,5k-10k
510 462 757,5k-10k
270 338 122,90k-100k
183 207 836,10k-20k
241 738 434,5k-10k
384 520 839,10k-20k
483 503 512,60k-70k
732 655 808,Under 5k
853 847 614,30k-40k
015 468 457,20k-30k
731 227 864,Over 100k
346 817 026,10k-20k
167 022 649,5k-10k
710 544 560,90k-100k
054 783 386,40k-50k
857 132 609,5k-10k
667 285 506,40k-50k
774 011 837,20k-30k
146 156 484,10k-20k
437 587 306,5k-10k
507 546 810,40k-50k
684 411 069,40k-50k
644 175 507,Over 100k
650 627 888,60k-70k
041 376 526,60k-70k
033 411 729,70k-80k
647 740 257,Under 5k
802 258 335,70k-80k
381 220 672,Over 100k
526 025 762,20k-30k
607 716 446,Over 100k
671 671 444,40k-50k
822 650 651,70k-80k
445 328 354,40k-50k
703 114 678,60k-70k
832 802 177,80k-90k
742 065 469,30k-40k
526 880 356,30k-40k
370 173 452,Under 5k
864 567 086,Under 5k
834 718 017,20k-30k
852 048 339,Over 100k
645 238 106,40k-50k
613 455 088,60k-70k
778 061 358,40k-50k
481 661 072,Under 5k
117 382 077,Over 100k
173 401 688,10k-20k
560 824 138,5k-10k
850 152 760,40k-50k
273 214 601,Under 5k
183 140 870,5k-10k
140 253 766,Under 5k
527 520 860,5k-10k
244 073 565,Under 5k
708 561 477,40k-50k
730 422 565,40k-50k
082 664 129,5k-10k
523 164 705,10k-20k
234 534 501,30k-40k
618 072 375,Over 100k
533 170 825,Over 100k
560 223 745,40k-50k
028 118 560,90k-100k
627 135 072,30k-40k
560 882 110,Under 5k
613 280 775,Over 100k
568 811 400,30k-40k
403 473 556,20k-30k
318 708 625,50k-60k
872 508 338,50k-60k
883 062 259,Over 100k
256 437 724,20k-30k
142 653 021,40k-50k
166 172 072,40k-50k
061 153 722,80k-90k
613 785 724,60k-70k
205 588 320,Under 5k
031 288 517,40k-50k
015 466 758,80k-90k
328 307 251,70k-80k
126 851 302,30k-40k
307 264 275,Over 100k
805 341 187,Over 100k
238 277 065,30k-40k
581 034 410,5k-10k
833 118 524,40k-50k
350 853 222,30k-40k
650 238 876,60k-70k
142 867 308,90k-100k
031 471 477,10k-20k
466 580 511,40k-50k
462 704 651,80k-90k
107 261 349,10k-20k
146 837 208,80k-90k
043 711 720,50k-60k
106 748 262,10k-20k
243 805 439,Over 100k
385 581 038,40k-50k
250 672 870,Under 5k
031 152 762,Over 100k
662 710 482,80k-90k
128 667 201,90k-100k
225 410 760,20k-30k
035 534 486,5k-10k
617 250 147,30k-40k
480 534 619,Over 100k
750 743 262,40k-50k
460 477 615,10k-20k
113 452 700,60k-70k
418 807 137,Over 100k
084 566 876,90k-100k
105 671 440,30k-40k
128 371 309,Under 5k
743 011 678,40k-50k
803 155 431,10k-20k
774 531 800,20k-30k
678 806 118,Over 100k
311 274 039,10k-20k
761 203 249,50k-60k
052 477 320,30k-40k
516 412 061,30k-40k
883 147 035,Over 100k
106 788 227,60k-70k
061 158 820,30k-40k
442 610 531,Over 100k
564 073 245,20k-30k
814 733 051,20k-30k
358 140 770,5k-10k
406 788 257,80k-90k
206 774 168,5k-10k
714 413 507,Under 5k
174 806 240,40k-50k
021 627 682,10k-20k
176 604 718,90k-100k
856 847 066,Under 5k
642 045 777,90k-100k
701 187 460,Over 100k
561 340 811,20k-30k
247 533 508,60k-70k
335 805 446,50k-60k
146 250 766,70k-80k
761 187 434,20k-30k
817 012 339,40k-50k
033 527 441,Under 5k
483 065 876,10k-20k
384 780 656,Over 100k
623 027 182,5k-10k
650 846 272,10k-20k
064 728 140,Over 100k
753 382 274,Under 5k
406 475 376,70k-80k
386 154 454,Under 5k
628 105 769,10k-20k
355 864 414,Under 5k
642 038 558,Over 100k
165 823 444,30k-40k
386 225 502,30k-40k
180 661 522,40k-50k
160 722 880,30k-40k
227 655 602,Under 5k
715 665 824,Over 100k
032 275 562,5k-10k
146 776 406,Over 100k
135 881 407,Over 100k
228 830 139,Over 100k
588 660 456,30k-40k
388 107 120,20k-30k
083 314 476,Under 5k
350 187 738,Over 100k
228 370 375,20k-30k
566 072 815,80k-90k
230 748 857,20k-30k
827 735 200,70k-80k
770 443 117,30k-40k
176 648 046,Over 100k
681 782 264,20k-30k
406 786 756,30k-40k
556 028 322,20k-30k
385 560 446,20k-30k
245 672 654,Under 5k
173 448 614,Under 5k
601 826 829,Over 100k
543 320 758,20k-30k
405 814 336,30k-40k
813 268 059,60k-70k
082 413 477,Over 100k
408 675 676,10k-20k
546 045 311,60k-70k
208 568 527,50k-60k
668 118 029,40k-50k
065 175 648,50k-60k
402 465 371,80k-90k
704 134 139,60k-70k
025 571 860,30k-40k
761 347 012,Over 100k
337 741 144,Over 100k
128 160 561,60k-70k
084 526 839,30k-40k
310 577 440,Over 100k
673 570 826,60k-70k
714 664 174,30k-40k
011 883 469,60k-70k
433 711 041,Under 5k
885 560 318,50k-60k
486 506 876,20k-30k
346 855 406,30k-40k
803 762 186,50k-60k
053 268 249,5k-10k
728 130 675,10k-20k
306 228 552,Under 5k
065 423 758,70k-80k
678 105 321,90k-100k
381 224 070,30k-40k
314 703 752,50k-60k
086 741 865,60k-70k
483 781 050,50k-60k
310 867 858,10k-20k
678 570 318,Under 5k
065 843 815,60k-70k
877 210 666,5k-10k
605 844 356,10k-20k
416 508 562,Over 100k
706 441 557,60k-70k
766 114 524,10k-20k
516 576 824,90k-100k
680 681 178,Over 100k
710 554 437,10k-20k
073 883 258,10k-20k
776 580 326,Under 5k
660 277 252,30k-40k
055 674 618,10k-20k
034 524 769,80k-90k
081 441 339,90k-100k
411 807 837,5k-10k
641 748 306,60k-70k
680 227 147,Over 100k
273 265 041,40k-50k
622 017 887,20k-30k
450 668 249,Over 100k
053 423 778,50k-60k
145 176 400,80k-90k
614 610 871,70k-80k
076 234 186,50k-60k
625 674 254,10k-20k
320 567 282,90k-100k
327 310 249,Under 5k
820 558 617,Over 100k
688 227 057,5k-10k
650 774 318,80k-90k
816 038 129,Under 5k
308 772 235,Over 100k
835 531 401,5k-10k
471 133 702,5k-10k
137 144 374,60k-70k
331 170 878,50k-60k
704 586 619,10k-20k
288 260 557,Over 100k
274 866 102,90k-100k
226 618 502,10k-20k
106 432 586,Over 100k
438 520 777,10k-20k
611 076 472,80k-90k
442 658 605,5k-10k
384 317 244,Over 100k
160 287 231,Under 5k
772 312 807,20k-30k
613 580 521,Under 5k
661 207 811,Under 5k
566 541 744,70k-80k
231 677 824,Under 5k
046 148 557,5k-10k
045 118 338,Over 100k
762 712 040,Over 100k
417 687 100,40k-50k
086 786 415,5k-10k
130 748 262,30k-40k
408 138 139,60k-70k
086 427 465,Under 5k
682 704 465,5k-10k
316 882 075,Under 5k
302 582 531,20k-30k
320 728 835,5k-10k
266 452 754,50k-60k
055 226 740,10k-20k
537 602 112,20k-30k
182 732 040,10k-20k
862 307 758,Over 100k
440 175 560,70k-80k
233 208 545,90k-100k
054 461 587,Over 100k
016 446 171,40k-50k
257 744 060,40k-50k
165 201 880,Over 100k
688 627 108,40k-50k
244 018 677,50k-60k
130 188 378,90k-100k
116 286 774,80k-90k
402 738 132,Under 5k
167 254 234,70k-80k
764 061 172,Over 100k
142 670 470,20k-30k
550 341 861,10k-20k
245 573 407,Under 5k
804 116 770,Under 5k
506 135 482,50k-60k
430 537 282,50k-60k
662 412 071,Under 5k
058 156 480,Over 100k
376 114 088,5k-10k
645 805 318,90k-100k
315 218 032,60k-70k
177 326 824,40k-50k
886 052 356,Under 5k
617 235 874,Under 5k
835 570 326,10k-20k
508 211 380,30k-40k
877 260 117,20k-30k
558 223 301,70k-80k
113 380 588,90k-100k
877 266 114,Over 100k
684 506 512,40k-50k
386 224 505,Over 100k
407 155 340,10k-20k
665 145 801,Over 100k
507 185 320,50k-60k
621 801 372,40k-50k
506 235 886,10k-20k
742 560 469,70k-80k
815 566 484,30k-40k
145 173 027,80k-90k
741 322 069,70k-80k
508 112 331,Under 5k
011 837 622,30k-40k
511 372 302,5k-10k
235 608 122,Over 100k
705 411 627,40k-50k
085 344 356,Over 100k
531 628 808,Under 5k
027 327 345,Under 5k
453 304 271,10k-20k
317 452 100,5k-10k
026 837 245,10k-20k
541 601 431,Under 5k
643 251 085,Under 5k
705 113 462,50k-60k
733 402 259,50k-60k
033 554 288,5k-10k
433 885 514,70k-80k
857 166 474,10k-20k
742 740 160,Over 100k
526 685 284,Under 5k
337 552 046,80k-90k
621 624 709,60k-70k
054 381 561,40k-50k
458 107 737,10k-20k
310 567 482,70k-80k
276 086 451,50k-60k
165 148 644,10k-20k
567 583 026,50k-60k
103 168 522,Under 5k
564 880 136,30k-40k
016 716 821,Over 100k
320 428 550,Over 100k
884 537 606,40k-50k
542 568 464,5k-10k
665 548 244,20k-30k
728 356 015,30k-40k
446 708 117,5k-10k
480 627 835,50k-60k
327 327 102,Under 5k
853 371 474,30k-40k
622 056 885,90k-100k
027 781 665,60k-70k
052 834 520,5k-10k
026 881 375,Under 5k
047 352 166,5k-10k
220 867 352,40k-50k
384 023 859,60k-70k
114 038 839,10k-20k
015 413 727,10k-20k
762 305 829,30k-40k
730 445 319,40k-50k
064 724 180,80k-90k
142 033 729,Over 100k
062 274 139,Under 5k
064 327 141,Over 100k
732 256 102,50k-60k
715 064 358,10k-20k
355 173 824,20k-30k
502 673 452,5k-10k
357 203 249,50k-60k
418 507 737,50k-60k
072 466 485,50k-60k
534 608 856,Over 100k
346 011 471,10k-20k
776 446 205,60k-70k
483 704 110,10k-20k
514 468 354,Over 100k
221 850 332,90k-100k
022 458 335,30k-40k
346 210 719,10k-20k
267 062 552,Over 100k
188 730 436,50k-60k
834 175 564,90k-100k
220 465 769,30k-40k
513 372 045,40k-50k
861 372 274,20k-30k
102 267 382,Under 5k
037 187 457,Over 100k
110 433 471,Under 5k
013 258 140,40k-50k
371 168 022,80k-90k
770 526 648,Over 100k
165 264 284,70k-80k
314 558 040,40k-50k
711 703 447,60k-70k
507 643 112,Under 5k
355 208 646,Under 5k
014 417 380,90k-100k
871 062 717,10k-20k
502 382 765,10k-20k
672 548 344,Over 100k
240 743 161,5k-10k
377 560 826,5k-10k
862 867 058,Over 100k
270 268 162,40k-50k
764 164 554,40k-50k
872 508 437,20k-30k
410 576 839,30k-40k
722 534 609,40k-50k
185 032 810,80k-90k
658 702 766,60k-70k
467 503 876,50k-60k
817 665 508,60k-70k
076 416 718,10k-20k
382 403 525,Over 100k
821 850 666,Under 5k
477 183 354,50k-60k
342 277 134,10k-20k
864 573 514,40k-50k
530 685 221,50k-60k
186 401 568,5k-10k
221 370 562,30k-40k
721 067 312,60k-70k
743 043 275,30k-40k
230 435 471,10k-20k
527 683 106,60k-70k
702 467 325,40k-50k
235 532 801,Under 5k
862 308 558,30k-40k
722 507 662,80k-90k
743 112 674,20k-30k
862 567 021,30k-40k
307 213 819,5k-10k
886 655 224,20k-30k
132 680 521,10k-20k
611 706 441,60k-70k
331 150 748,40k-50k
166 148 072,Under 5k
243 867 108,50k-60k
058 267 766,30k-40k
552 386 484,30k-40k
380 147 132,40k-50k
716 017 462,10k-20k
342 065 521,Under 5k
852 208 370,30k-40k
562 372 805,70k-80k
264 307 182,Under 5k
137 226 049,30k-40k
455 823 864,80k-90k
735 620 445,Over 100k
833 502 719,60k-70k
678 548 066,10k-20k
307 287 615,Under 5k
286 456 108,80k-90k
481 660 546,10k-20k
583 180 658,5k-10k
083 554 618,40k-50k
208 617 720,60k-70k
123 150 740,10k-20k
018 716 480,30k-40k
476 685 011,Under 5k
550 682 231,80k-90k
832 506 489,80k-90k
146 227 301,5k-10k
610 477 457,Over 100k
670 625 722,20k-30k
046 835 419,80k-90k
066 571 878,40k-50k
647 647 056,50k-60k
077 162 147,70k-80k
205 316 748,Under 5k
685 024 465,10k-20k
250 253 747,70k-80k
771 641 834,20k-30k
442 705 737,10k-20k
807 627 625,Over 100k
350 883 526,20k-30k
562 503 482,80k-90k
357 351 402,5k-10k
241 052 661,80k-90k
880 132 139,50k-60k
732 652 144,60k-70k
450 761 747,80k-90k
856 176 524,40k-50k
862 852 654,60k-70k
827 623 174,10k-20k
837 611 508,40k-50k
541 806 626,10k-20k
085 541 332,5k-10k
720 326 149,70k-80k
458 628 534,20k-30k
032 217 887,70k-80k
457 087 617,40k-50k
280 533 472,Under 5k
877 235 234,20k-30k
418 805 537,Over 100k
046 118 477,50k-60k
583 213 814,5k-10k
234 670 875,10k-20k
078 332 715,5k-10k
554 034 736,50k-60k
168 760 486,10k-20k
807 562 376,50k-60k
473 160 141,30k-40k
074 825 647,20k-30k
680 551 462,10k-20k
176 841 302,50k-60k
114 334 501,10k-20k
305 285 611,50k-60k
850 731 621,5k-10k
381 081 678,40k-50k
823 177 050,90k-100k
410 567 341,5k-10k
162 077 432,Over 100k
456 688 209,Over 100k
658 072 517,30k-40k
027 783 166,10k-20k
077 644 615,40k-50k
301 328 522,40k-50k
642 672 059,10k-20k
445 113 764,20k-30k
803 561 521,50k-60k
528 668 106,10k-20k
746 210 269,40k-50k
041 832 239,30k-40k
250 432 739,Over 100k
406 826 552,5k-10k
253 387 484,30k-40k
710 433 558,90k-100k
776 081 127,Under 5k
738 710 227,Over 100k
480 685 619,50k-60k
042 267 757,50k-60k
834 726 101,10k-20k
062 552 682,80k-90k
872 035 738,40k-50k
733 710 412,Under 5k
760 423 459,90k-100k
746 507 326,Under 5k
714 687 654,60k-70k
266 807 445,10k-20k
147 046 619,20k-30k
478 325 707,10k-20k
540 573 318,40k-50k
072 335 441,Over 100k
533 210 746,5k-10k
678 208 356,20k-30k
441 851 334,40k-50k
852 648 609,50k-60k
145 643 706,Under 5k
517 640 652,Over 100k
173 460 718,Under 5k
318 352 085,80k-90k
773 162 144,20k-30k
182 037 648,10k-20k
617 685 508,Under 5k
011 856 648,30k-40k
245 530 431,Over 100k
408 528 370,10k-20k
105 233 712,Under 5k
754 023 372,50k-60k
031 741 341,Over 100k
860 113 471,30k-40k
378 560 718,5k-10k
488 735 010,10k-20k
745 041 335,Under 5k
816 846 075,70k-80k
617 680 129,Under 5k
462 860 149,Over 100k
452 337 801,Under 5k
264 388 554,Under 5k
546 816 224,5k-10k
776 025 827,80k-90k
332 275 049,20k-30k
382 047 132,20k-30k
177 022 662,Over 100k
627 704 265,20k-30k
180 162 372,Under 5k
184 406 619,10k-20k
301 744 686,Under 5k
804 837 136,60k-70k
125 304 287,10k-20k
673 114 088,Over 100k
726 087 315,30k-40k
276 410 321,10k-20k
718 730 450,Under 5k
147 352 306,Under 5k
068 217 710,Over 100k
067 447 656,Over 100k
145 823 407,Under 5k
034 851 865,30k-40k
204 433 775,Under 5k
065 382 186,30k-40k
468 327 101,30k-40k
168 722 734,30k-40k
625 534 086,60k-70k
564 308 252,60k-70k
411 768 864,Over 100k
547 032 615,Over 100k
058 228 560,80k-90k
416 775 062,30k-40k
132 072 349,5k-10k
046 731 121,Under 5k
401 431 580,40k-50k
054 328 547,Under 5k
443 553 086,30k-40k
138 107 487,40k-50k
485 426 100,60k-70k
110 467 388,90k-100k
745 106 625,Under 5k
621 887 066,70k-80k
062 762 141,5k-10k
441 103 389,50k-60k
177 622 800,40k-50k
830 528 477,Under 5k
437 427 164,30k-40k
184 034 270,10k-20k
452 468 069,Over 100k
276 448 065,80k-90k
884 167 305,Under 5k
447 526 070,50k-60k
556 446 086,40k-50k
810 355 388,Over 100k
750 452 666,Over 100k
761 264 514,5k-10k
106 886 476,5k-10k
241 743 087,10k-20k
123 854 614,5k-10k
674 618 244,20k-30k
822 553 087,10k-20k
753 447 200,40k-50k
521 408 666,Over 100k
518 208 160,70k-80k
528 528 664,Over 100k
318 540 580,10k-20k
510 473 358,30k-40k
304 411 671,Under 5k
766 520 522,Under 5k
018 733 451,5k-10k
867 322 075,80k-90k
584 524 664,Under 5k
452 804 677,Over 100k
160 864 419,60k-70k
774 180 665,80k-90k
205 844 137,50k-60k
711 680 538,Over 100k
031 658 818,20k-30k
041 346 289,30k-40k
278 566 021,Under 5k
766 405 419,30k-40k
854 653 706,60k-70k
623 185 089,Over 100k
755 423 027,Over 100k
510 476 138,Under 5k
771 186 608,Over 100k
356 420 489,Over 100k
734 051 345,50k-60k
416 880 359,Over 100k
678 845 066,60k-70k
873 168 454,5k-10k
861 270 270,Over 100k
021 427 661,5k-10k
146 602 586,Under 5k
130 744 386,Under 5k
246 537 021,Under 5k
467 017 232,Over 100k
746 731 405,Over 100k
667 114 029,Under 5k
442 310 389,Over 100k
086 741 857,Over 100k
743 213 514,Over 100k
143 043 719,Under 5k
055 843 866,5k-10k
604 611 582,90k-100k
134 881 507,60k-70k
088 623 558,80k-90k
165 220 732,40k-50k
671 601 748,Under 5k
072 546 880,5k-10k
665 570 446,Over 100k
508 331 451,70k-80k
203 462 189,5k-10k
245 016 738,Under 5k
335 820 452,20k-30k
760 114 520,10k-20k
850 623 729,90k-100k
244 068 375,40k-50k
657 726 808,80k-90k
552 280 331,40k-50k
564 468 106,50k-60k
357 420 678,90k-100k
107 741 332,40k-50k
614 508 372,Over 100k
738 702 117,80k-90k
610 834 475,50k-60k
602 882 169,40k-50k
605 412 311,40k-50k
037 544 277,Over 100k
162 450 738,10k-20k
514 813 047,10k-20k
501 338 826,20k-30k
754 164 374,Over 100k
013 447 735,70k-80k
566 024 451,20k-30k
053 423 729,Over 100k
086 622 149,5k-10k
164 467 086,Over 100k
033 824 525,10k-20k
410 477 335,5k-10k
354 408 619,Under 5k
734 156 102,5k-10k
603 472 275,60k-70k
704 687 656,Over 100k
507 182 160,Over 100k
054 783 287,Over 100k
016 437 121,60k-70k
642 712 061,20k-30k
135 182 061,60k-70k
823 503 271,5k-10k
344 308 515,90k-100k
276 012 762,20k-30k
031 154 388,5k-10k
473 371 102,20k-30k
658 607 718,5k-10k
764 427 605,10k-20k
764 781 605,50k-60k
580 235 232,90k-100k
653 107 482,30k-40k
640 255 766,5k-10k
772 334 124,10k-20k
744 135 674,Over 100k
386 405 419,40k-50k
705 411 320,10k-20k
542 013 321,40k-50k
032 286 171,30k-40k
306 182 759,Over 100k
305 861 452,30k-40k
856 852 314,70k-80k
328 370 259,40k-50k
265 075 432,80k-90k
433 581 709,30k-40k
354 768 202,Over 100k
022 774 160,20k-30k
354 881 039,Under 5k
328 850 235,Under 5k
238 855 027,30k-40k
258 302 769,30k-40k
011 433 778,Over 100k
265 083 451,90k-100k
402 314 769,20k-30k
435 430 111,Under 5k
168 227 080,50k-60k
381 067 248,5k-10k
870 218 310,60k-70k
821 803 269,Under 5k
077 224 350,10k-20k
433 024 189,90k-100k
321 471 674,40k-50k
123 764 714,30k-40k
538 025 487,50k-60k
342 810 629,30k-40k
857 152 607,30k-40k
803 558 626,50k-60k
228 058 665,Under 5k
418 716 734,Under 5k
318 703 758,60k-70k
766 104 459,Over 100k
827 137 605,5k-10k
084 453 315,40k-50k
142 653 724,Under 5k
670 816 818,Over 100k
674 826 805,5k-10k
503 864 456,Over 100k
311 344 501,Over 100k
104 886 239,Over 100k
461 150 880,30k-40k
778 031 120,80k-90k
015 564 388,50k-60k
280 347 352,Over 100k
137 287 264,30k-40k
046 711 388,Over 100k
628 776 106,30k-40k
164 861 809,5k-10k
658 051 727,50k-60k
142 702 760,30k-40k
665 820 825,10k-20k
741 102 677,10k-20k
518 306 485,10k-20k
403 325 871,50k-60k
018 675 470,Under 5k
250 234 671,5k-10k
022 734 651,10k-20k
822 376 059,Over 100k
332 788 108,Under 5k
882 710 338,Under 5k
258 230 689,Over 100k
067 224 170,5k-10k
877 506 410,Over 100k
146 201 389,10k-20k
055 146 880,10k-20k
705 211 662,5k-10k
728 065 319,Under 5k
144 156 734,10k-20k
325 864 254,Under 5k
315 812 644,20k-30k
377 114 624,30k-40k
347 047 656,50k-60k
864 168 554,30k-40k
072 218 340,30k-40k
732 052 352,20k-30k
311 340 582,10k-20k
532 610 441,Over 100k
643 158 454,Under 5k
256 277 864,Over 100k
470 823 345,10k-20k
503 275 612,Over 100k
304 114 531,80k-90k
417 335 544,40k-50k
085 162 352,20k-30k
388 011 439,60k-70k
261 072 870,5k-10k
270 432 131,5k-10k
718 250 335,70k-80k
485 601 850,50k-60k
718 740 160,50k-60k
347 711 020,10k-20k
762 410 678,50k-60k
865 865 414,90k-100k
473 328 854,Under 5k
625 830 856,30k-40k
128 660 586,Over 100k
511 203 887,5k-10k
016 417 321,20k-30k
764 351 052,50k-60k
617 785 464,Under 5k
331 081 729,70k-80k
021 174 677,40k-50k
521 831 644,Over 100k
622 617 744,Over 100k
753 022 839,20k-30k
145 308 268,Under 5k
281 452 664,5k-10k
520 173 147,Over 100k
267 064 475,90k-100k
862 860 178,40k-50k
466 854 114,Over 100k
760 722 850,Over 100k
406 785 717,10k-20k
284 380 375,40k-50k
504 174 160,5k-10k
254 850 340,30k-40k
055 448 666,20k-30k
176 641 884,20k-30k
117 082 669,Over 100k
105 182 661,20k-30k
714 305 547,5k-10k
857 667 208,10k-20k
165 461 401,10k-20k
718 356 454,10k-20k
614 455 087,50k-60k
244 033 551,5k-10k
286 254 164,Over 100k
456 027 861,70k-80k
374 073 245,10k-20k
123 077 232,90k-100k
760 327 148,10k-20k
326 027 851,Over 100k
856 277 017,30k-40k
641 037 288,Over 100k
482 786 100,Over 100k
608 611 729,30k-40k
446 537 706,90k-100k
103 467 411,80k-90k
142 256 080,40k-50k
234 856 144,10k-20k
230 882 359,Under 5k
614 574 077,70k-80k
201 274 537,Over 100k
235 832 144,70k-80k
778 043 265,20k-30k
072 534 738,40k-50k
732 204 557,10k-20k
713 705 622,Over 100k
732 082 565,80k-90k
334 780 285,Under 5k
831 802 566,90k-100k
735 546 046,Over 100k
504 685 686,60k-70k
744 705 666,10k-20k
126 407 766,Under 5k
728 306 259,5k-10k
681 206 272,Over 100k
335 218 012,40k-50k
568 560 726,Over 100k
503 213 746,70k-80k
881 740 617,60k-70k
478 825 060,50k-60k
371 022 880,70k-80k
615 672 854,Over 100k
413 805 540,60k-70k
308 155 738,5k-10k
534 130 851,20k-30k
237 507 447,Over 100k
058 671 439,Under 5k
264 305 749,Over 100k
306 817 222,5k-10k
721 624 039,70k-80k
853 773 414,40k-50k
755 602 646,40k-50k
418 710 737,5k-10k
064 324 759,30k-40k
533 044 285,50k-60k
458 827 664,5k-10k
865 112 601,50k-60k
501 864 326,Over 100k
764 405 619,50k-60k
804 773 166,70k-80k
660 772 856,Over 100k
381 051 820,Under 5k
618 817 027,Under 5k
371 224 734,90k-100k
860 325 778,Under 5k
062 788 450,60k-70k
881 041 537,Over 100k
022 766 182,40k-50k
330 427 758,70k-80k
721 307 866,50k-60k
205 862 857,Under 5k
035 425 487,5k-10k
160 227 740,Over 100k
756 602 249,30k-40k
466 410 719,50k-60k
357 182 609,Under 5k
742 745 060,50k-60k
038 227 351,80k-90k
317 204 535,60k-70k
702 682 170,Under 5k
458 761 764,50k-60k
277 302 857,Under 5k
280 355 827,30k-40k
306 577 248,5k-10k
810 748 335,40k-50k
538 118 464,40k-50k
406 734 285,60k-70k
862 047 735,10k-20k
873 145 080,30k-40k
457 087 310,60k-70k
186 032 249,80k-90k
442 837 654,10k-20k
644 726 754,20k-30k
052 654 621,Under 5k
277 062 162,50k-60k
617 554 464,Over 100k
618 537 724,40k-50k
640 735 726,5k-10k
102 372 869,90k-100k
618 652 184,Over 100k
473 385 201,Under 5k
871 173 068,80k-90k
406 785 287,Under 5k
266 287 184,Over 100k
553 824 608,50k-60k
062 447 131,10k-20k
016 446 551,10k-20k
820 625 689,Under 5k
478 530 611,40k-50k
306 288 176,10k-20k
322 355 702,Over 100k
276 508 348,5k-10k
764 780 110,20k-30k
225 334 085,20k-30k
776 435 406,30k-40k
186 231 544,5k-10k
645 675 026,Over 100k
621 788 306,5k-10k
816 845 069,Over 100k
104 771 332,20k-30k
770 446 250,Over 100k
668 140 171,50k-60k
082 643 552,20k-30k
740 735 220,70k-80k
810 218 537,Over 100k
511 443 384,40k-50k
043 113 778,40k-50k
401 133 582,40k-50k
014 358 345,5k-10k
822 376 109,Over 100k
874 611 734,10k-20k
126 028 562,40k-50k
340 227 651,5k-10k
564 024 180,Under 5k
531 620 441,70k-80k
062 275 870,Over 100k
861 851 020,5k-10k
047 266 119,Over 100k
601 882 566,60k-70k
065 864 258,Under 5k
174 623 744,5k-10k
105 283 766,80k-90k
201 672 870,70k-80k
480 537 646,70k-80k
655 288 207,60k-70k
677 610 412,90k-100k
307 461 129,20k-30k
715 685 038,20k-30k
443 301 189,5k-10k
318 845 500,90k-100k
532 688 108,50k-60k
125 683 284,40k-50k
486 620 859,90k-100k
071 826 622,Under 5k
533 541 801,70k-80k
644 670 176,Under 5k
703 254 615,90k-100k
865 261 085,10k-20k
468 061 171,10k-20k
581 046 646,Over 100k
337 507 412,80k-90k
583 564 018,40k-50k
834 627 051,40k-50k
431 187 384,Under 5k
146 237 201,Over 100k
337 552 012,Under 5k
603 155 888,10k-20k
614 730 752,60k-70k
801 673 229,Under 5k
726 116 502,Under 5k
607 655 826,Under 5k
466 720 752,60k-70k
285 664 124,90k-100k
167 704 238,10k-20k
230 856 445,5k-10k
514 014 687,40k-50k
167 167 022,10k-20k
820 526 689,Under 5k
255 046 740,20k-30k
506 534 411,30k-40k
245 540 737,20k-30k
135 281 384,10k-20k
084 523 869,5k-10k
823 108 170,30k-40k
071 388 466,Under 5k
881 347 314,Over 100k
438 837 015,40k-50k
125 664 714,40k-50k
643 250 111,60k-70k
480 165 869,60k-70k
114 760 747,30k-40k
325 301 752,80k-90k
410 613 749,30k-40k
678 528 464,5k-10k
854 820 370,5k-10k
302 255 641,80k-90k
506 586 221,50k-60k
813 562 709,10k-20k
447 311 374,90k-100k
015 675 838,30k-40k
446 671 109,10k-20k
558 071 320,5k-10k
778 225 300,70k-80k
821 371 564,10k-20k
243 572 500,10k-20k
644 017 386,90k-100k
830 217 311,Over 100k
613 708 445,60k-70k
105 183 321,10k-20k
266 012 889,20k-30k
772 532 040,Under 5k
077 381 127,40k-50k
245 265 087,60k-70k
308 168 129,20k-30k
